index,job_title,salary_estimate,Rating,company_name,Location,Size,founded,industry,sector,revenue,type_of_ownership
149,Research Analyst – Qualitative Behavioral Investment Insights,$50K - $55K (Employer est.),-1,"Business Intelligence Advisors, Inc.",Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
150,Data Analyst-FI,$60K - $104K (Glassdoor est.),4.2,Colgate-Palmolive,"Piscataway, NJ",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
151,Clinical Application Data Analyst,$56K - $104K (Glassdoor est.),4.5,Kahuku Medical Center,"Kahuku, HI",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
152,Jr. Deal Support Analyst (Remote),$50K - $60K (Employer est.),3.7,Covius,"Tampa, FL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
153,Jr. QA Analyst,$50K - $55K (Employer est.),4.4,Gridline,"Scottsdale, AZ",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
154,Enterprise Data - Regulatory Product Analyst,$81K - $168K (Glassdoor est.),4.1,Bloomberg,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
155,junior Level Business Analyst,$30 - $35 Per Hour(Employer est.),3.8,Agama Solutions,"California, MD",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
156,Demand Planning Analyst,$90K (Employer est.),3.9,Dreamfields Brands Inc,"Los Angeles, CA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
157,Credentialing Data Analyst,$32K - $61K (Glassdoor est.),3.3,Amerihealth,"Baton Rouge, LA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
158,Data Analyst,$49K - $87K (Glassdoor est.),4.3,Cox Enterprises,"Atlanta, GA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
159,Data Analyst,$100K - $130K (Employer est.),4.8,IntraFi Network,"Arlington, VA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
160,Business Analyst,$49K - $105K (Glassdoor est.),3.4,Crescent Bank,"Carrollton, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
161,FP&A Analyst,$100K - $150K (Employer est.),4.6,Creative Financial Staffing,"New Haven, CT",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
162,Operations Analyst (Hybrid with Remote Work Options),$40K - $91K (Glassdoor est.),3.5,HealthFirst,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
163,Data Analyst,$40 - $43 Per Hour(Employer est.),2.6,Proteam Solutions Inc.,"Columbus, OH",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
164,Digital Analytics Analyst,$90K (Employer est.),3.8,Acronym Media Inc,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
165,Data Analyst,$65K - $80K (Employer est.),-1,ASHLIN Management Group,"Bowie, MD",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
166,"Analyst, Business Intelligence",$66K - $114K (Glassdoor est.),3.8,Comcast,"Philadelphia, PA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
167,Data Analyst,$46K - $86K (Glassdoor est.),4.2,HCD International,"Lanham, MD",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
168,Data Analyst,$49K - $101K (Glassdoor est.),3.7,Dow Jones,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
169,Application Analyst - LIS SoftLab,$52K - $95K (Glassdoor est.),4.2,Houston Methodist,"Houston, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
170,Data Analyst with Advanced Excel,$50K - $75K (Employer est.),3.8,Genpact LLC,"Jacksonville, FL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
171,Technology Analyst,$59K - $98K (Employer est.),4.0,Ohio University,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
172,Reporting Analyst,$55 - $65 Per Hour(Employer est.),3.8,"CGI Group, Inc.","Dallas, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
173,Research Analyst – Qualitative Behavioral Investment Insights,$50K - $55K (Employer est.),-1,"Business Intelligence Advisors, Inc.",Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
174,"REMOTE Quality Assurance Analyst I, II, III",$43K - $88K (Glassdoor est.),3.3,National General Insurance,"Winston-Salem, NC",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
175,Staff Optimization Analyst,-1,3.1,US Acute Care Solutions,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
176,Healthy Planet Epic Application Analyst - Remote,$70K - $80K (Employer est.),4.0,Premise Health,"Brentwood, TN",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
177,Business Intelligence Analyst II,$26 - $64 Per Hour(Employer est.),4.1,UCLA Health,"Los Angeles, CA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
178,Data Analyst,$47K - $95K (Glassdoor est.),4.4,SRG,"Collegeville, PA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
179,Laboratory Data Analyst,$34K - $64K (Glassdoor est.),3.7,Labcorp,"Birmingham, AL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
180,Clinical Practice Data Analyst Coordinator,$68K (Employer est.),3.3,SIU Medicine,"Springfield, IL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
181,Epic Application Analyst – Multiple Applications (Remote within Oregon),$27 - $78 Per Hour(Employer est.),3.7,Samaritan Health Services,Oregon,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
182,Data Analyst-FI,$60K - $104K (Glassdoor est.),4.2,Colgate-Palmolive,"Piscataway, NJ",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
183,Business Analyst,,3.3,The DDS Companies,"Canonsburg, PA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
184,Clinical Application Data Analyst,$56K - $104K (Glassdoor est.),4.5,Kahuku Medical Center,"Kahuku, HI",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
185,Business Analyst ( REMOTE),$47K - $112K (Glassdoor est.),3.2,Knowledge Services,"Augusta, ME",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
186,"Business Intelligence Analyst, Strategic Partnerships",$60K - $122K (Glassdoor est.),4.0,Memorial Sloan Kettering Cancer Center,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
187,Insights Analyst,$73K - $103K (Employer est.),4.3,Indeed,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
188,Data Analyst,$60K - $110K (Employer est.),-1,"Battea - Class Action Services, LLC","Stamford, CT",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
189,Jr. Deal Support Analyst (Remote),$50K - $60K (Employer est.),3.7,Covius,"Tampa, FL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
190,Quality Assurance Analyst,-1,-1,Skywriter MD,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
191,Power BI/Data Analyst,$60K - $130K (Employer est.),3.1,Automotive Group,United States,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
192,Jr. QA Analyst,$50K - $55K (Employer est.),4.4,Gridline,"Scottsdale, AZ",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
193,Application Analyst - EPIC Ambulatory - 100% remote (Must live in Texas),$35K - $80K (Glassdoor est.),4.2,Houston Methodist,"Houston, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
194,Research Analyst – Qualitative Behavioral Investment Insights,$50K - $55K (Employer est.),-1,"Business Intelligence Advisors, Inc.",Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
195,Junior Business Analyst (Permanently Remote),$35K - $60K (Employer est.),-1,Clarity Ventures,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
196,Research Analyst,-1,-1,"The Freedonia Group, a division of Marketresearch.com",Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
197,junior Level Business Analyst,$30 - $35 Per Hour(Employer est.),3.8,Agama Solutions,"California, MD",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
198,Data Analyst (100% Remote),$34 Per Hour(Employer est.),4.6,The Mom Project,"San Francisco, CA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
199,Technical Business Analyst,$50 - $57 Per Hour(Employer est.),4.2,Synechron,"Charlotte, NC",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
200,Enterprise Data - Regulatory Product Analyst,$81K - $168K (Glassdoor est.),4.1,Bloomberg,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
201,Privacy Analyst (Open to Remote),$49K - $66K (Employer est.),4.3,Indeed,"Austin, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
202,Data Analyst,$60 - $65 Per Hour(Employer est.),3.8,"CGI Group, Inc.","Dallas, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
203,Data Visualization Analyst,$70K - $90K (Employer est.),-1,Brightfield Group,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
204,Research Data Analyst,-1,3.9,Boston Medical Center,"Boston, MA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
205,Business Analyst,$49K - $105K (Glassdoor est.),3.4,Crescent Bank,"Carrollton, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
206,Business Intelligence Analyst - Tableau,$75K - $90K (Employer est.),-1,Parable Associates,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
207,Data Analyst,$40 - $43 Per Hour(Employer est.),2.6,Proteam Solutions Inc.,"Columbus, OH",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
208,Business Analyst,-1,3.8,Datix,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
209,Data Analyst,-1,3.7,Tetra Tech Inc.,California,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
210,Clinical Practice Data Analyst Coordinator,$68K (Employer est.),3.3,SIU Medicine,"Springfield, IL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
211,Epic Application Analyst – Multiple Applications (Remote within Oregon),$27 - $78 Per Hour(Employer est.),3.7,Samaritan Health Services,Oregon,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
212,Data Analyst-FI,$60K - $104K (Glassdoor est.),4.2,Colgate-Palmolive,"Piscataway, NJ",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
213,Medical Economics Analyst,,-1,Valora Medical Group,"Irving, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
214,Business Analyst,$60K (Employer est.),3.3,The DDS Companies,"Canonsburg, PA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
215,Clinical Application Data Analyst,$56K - $104K (Glassdoor est.),4.5,Kahuku Medical Center,"Kahuku, HI",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
216,Data Analyst,-1,4.8,Doximity,New York State,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
217,Business Analyst ( REMOTE),$47K - $112K (Glassdoor est.),3.2,Knowledge Services,"Augusta, ME",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
218,"Business Intelligence Analyst, Strategic Partnerships",$60K - $122K (Glassdoor est.),4.0,Memorial Sloan Kettering Cancer Center,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
219,Data Analyst,$60K - $110K (Employer est.),-1,"Battea - Class Action Services, LLC","Stamford, CT",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
220,Data Analyst,$45K - $87K (Glassdoor est.),3.8,BAE Systems,"San Antonio, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
221,EPIC Application Analyst,$52K - $94K (Glassdoor est.),4.2,Houston Methodist,"Houston, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
222,Jr. Deal Support Analyst (Remote),$50K - $60K (Employer est.),3.7,Covius,"Tampa, FL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
223,Quality Assurance Analyst,-1,-1,Skywriter MD,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
224,Junior Oracle Technical Support Analyst,$100K (Employer est.),3.6,Global Partners,"Waltham, MA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
225,Software Quality Assurance Analyst,$70K - $90K (Employer est.),-1,Quire,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
226,Data Analyst,$48K - $84K (Glassdoor est.),2.8,Cataldo Ambulance,"Somerville, MA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
227,Junior Data Analytics Analyst,$51K - $99K (Glassdoor est.),3.8,Macquarie Group Limited,"Houston, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
228,Insights Analyst,$73K - $103K (Employer est.),4.3,Indeed,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
229,Power BI/Data Analyst,$60K - $130K (Employer est.),3.1,Automotive Group,United States,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
230,Business Analyst,$53K - $107K (Glassdoor est.),2.8,ResiPro,"Atlanta, GA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
231,SQL Data Analyst,$55K - $65K (Employer est.),-1,"Palm Beach Accountable Care Organization, LLC","West Palm Beach, FL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
232,"Category I, II, III, IV Vibration Analyst",$35K - $140K (Employer est.),-1,Confidential,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
233,Jr. QA Analyst,$50K - $55K (Employer est.),4.4,Gridline,"Scottsdale, AZ",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
234,Business Analyst,$85K - $95K (Employer est.),3.6,Goodway Technologies,"Stamford, CT",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
235,Quality Assurance Analyst,$65K - $70K (Employer est.),4.1,RH,"Patterson, CA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
236,"Healthcare Strategy Analyst, Hybrid/Remote",$35K - $78K (Glassdoor est.),3.9,Baptist Health South Florida,"Hollywood, FL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
237,Junior Business Analyst (Permanently Remote),$35K - $60K (Employer est.),-1,Clarity Ventures,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
238,Business Applications Analyst,$50K - $75K (Employer est.),2.6,ConServe,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
239,junior Level Business Analyst,$30 - $35 Per Hour(Employer est.),3.8,Agama Solutions,"California, MD",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
240,Clinical Practice Data Analyst Coordinator,$68K (Employer est.),3.3,SIU Medicine,"Springfield, IL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
241,Epic Application Analyst – Multiple Applications (Remote within Oregon),$27 - $78 Per Hour(Employer est.),3.7,Samaritan Health Services,Oregon,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
242,Data Analyst-FI,$60K - $104K (Glassdoor est.),4.2,Colgate-Palmolive,"Piscataway, NJ",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
243,Business Analyst,,3.3,The DDS Companies,"Canonsburg, PA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
244,Clinical Application Data Analyst,$56K - $104K (Glassdoor est.),4.5,Kahuku Medical Center,"Kahuku, HI",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
245,Business Analyst ( REMOTE),$47K - $112K (Glassdoor est.),3.2,Knowledge Services,"Augusta, ME",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
246,"Business Intelligence Analyst, Strategic Partnerships",$60K - $122K (Glassdoor est.),4.0,Memorial Sloan Kettering Cancer Center,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
247,EPIC Application Analyst,$52K - $94K (Glassdoor est.),4.2,Houston Methodist,"Houston, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
248,Data Analyst,$60K - $110K (Employer est.),-1,"Battea - Class Action Services, LLC","Stamford, CT",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
249,Quality Assurance Analyst,-1,-1,Skywriter MD,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
250,Jr. Deal Support Analyst (Remote),$50K - $60K (Employer est.),3.7,Covius,"Tampa, FL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
251,Junior Data Analytics Analyst,$51K - $99K (Glassdoor est.),3.8,Macquarie Group Limited,"Houston, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
252,Insights Analyst,$73K - $103K (Employer est.),4.3,Indeed,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
253,Power BI/Data Analyst,$60K - $130K (Employer est.),3.1,Automotive Group,United States,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
254,Jr. QA Analyst,$50K - $55K (Employer est.),4.4,Gridline,"Scottsdale, AZ",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
255,"Category I, II, III, IV Vibration Analyst",$35K - $140K (Employer est.),-1,Confidential,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
256,Junior Business Analyst (Permanently Remote),$35K - $60K (Employer est.),-1,Clarity Ventures,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
257,Data Analyst,$50K (Employer est.),1.9,GreenWorks Tools,"Mooresville, NC",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
258,Data Analyst (100% Remote),$34 Per Hour(Employer est.),4.6,The Mom Project,"San Francisco, CA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
259,Research Analyst – Qualitative Behavioral Investment Insights,$50K - $55K (Employer est.),-1,"Business Intelligence Advisors, Inc.",Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
260,junior Level Business Analyst,$30 - $35 Per Hour(Employer est.),3.8,Agama Solutions,"California, MD",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
261,Enterprise Data - Regulatory Product Analyst,$81K - $168K (Glassdoor est.),4.1,Bloomberg,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
262,Technical Business Analyst,$50 - $57 Per Hour(Employer est.),4.2,Synechron,"Charlotte, NC",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
263,Business Analyst,$49K - $105K (Glassdoor est.),3.4,Crescent Bank,"Carrollton, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
264,Credentialing Data Analyst,$32K - $61K (Glassdoor est.),3.3,Amerihealth,"Baton Rouge, LA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
265,Jr. Quality Assurance (QA) Analyst,$35K - $45K (Employer est.),-1,Electronic Payments,"Boca Raton, FL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
266,Data Analyst,$60 - $65 Per Hour(Employer est.),3.8,"CGI Group, Inc.","Dallas, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
267,Servicing Analyst,$23 - $26 Per Hour(Employer est.),3.7,Covius,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
268,Population Health Data Analyst,-1,-1,CBHS,"Goshen, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
269,Junior Business Analyst/Data Analyst,$35 - $84 Per Hour(Employer est.),-1,IT Automation LLC,"Cary, NC",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
270,Clinical Practice Data Analyst Coordinator,$68K (Employer est.),3.3,SIU Medicine,"Springfield, IL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
271,Data Analyst-FI,$60K - $104K (Glassdoor est.),4.2,Colgate-Palmolive,"Piscataway, NJ",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
272,Business Analyst,$60K (Employer est.),3.3,The DDS Companies,"Canonsburg, PA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
273,"Business Intelligence Analyst, Strategic Partnerships",,4.0,Memorial Sloan Kettering Cancer Center,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
274,Business Analyst ( REMOTE),$47K - $112K (Glassdoor est.),3.2,Knowledge Services,"Augusta, ME",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
275,Junior Data Analytics Analyst,$51K - $99K (Glassdoor est.),3.8,Macquarie Group Limited,"Houston, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
276,Jr. Deal Support Analyst (Remote),$50K - $60K (Employer est.),3.7,Covius,"Tampa, FL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
277,Junior Oracle Technical Support Analyst,$100K (Employer est.),3.6,Global Partners,"Waltham, MA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
278,Data Analyst,$60K - $110K (Employer est.),-1,"Battea - Class Action Services, LLC","Stamford, CT",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
279,Insights Analyst,$73K - $103K (Employer est.),4.3,Indeed,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
280,Quality Assurance Analyst,-1,-1,Skywriter MD,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
281,Junior Business Analyst (Permanently Remote),$35K - $60K (Employer est.),-1,Clarity Ventures,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
282,Jr. QA Analyst,$50K - $55K (Employer est.),4.4,Gridline,"Scottsdale, AZ",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
283,Junior Business Analyst/Data Analyst,$35 - $84 Per Hour(Employer est.),-1,IT Automation LLC,"Cary, NC",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
284,Power BI/Data Analyst,$60K - $130K (Employer est.),3.1,Automotive Group,United States,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
285,junior Level Business Analyst,$30 - $35 Per Hour(Employer est.),3.8,Agama Solutions,"California, MD",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
286,"Category I, II, III, IV Vibration Analyst",$35K - $140K (Employer est.),-1,Confidential,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
287,Junior Data Analyst,$43K - $83K (Glassdoor est.),3.8,Comcast,"West Chester, PA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
288,Research Analyst,-1,-1,"The Freedonia Group, a division of Marketresearch.com",Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
289,Research Analyst – Qualitative Behavioral Investment Insights,$50K - $55K (Employer est.),-1,"Business Intelligence Advisors, Inc.",Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
290,Enterprise Data - Regulatory Product Analyst,$81K - $168K (Glassdoor est.),4.1,Bloomberg,"New York, NY",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
291,Jr. Quality Assurance (QA) Analyst,$35K - $45K (Employer est.),-1,Electronic Payments,"Boca Raton, FL",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
292,Data Analyst (100% Remote),$34 Per Hour(Employer est.),4.6,The Mom Project,"San Francisco, CA",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
293,Junior Quality Assurance Analyst,$48K (Employer est.),-1,Advera Health Analytics,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
294,Business Analyst,$49K - $105K (Glassdoor est.),3.4,Crescent Bank,"Carrollton, TX",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
295,Remote Workforce Real Time Scheduling Analyst,$73K (Employer est.),3.2,"CONNECT, powered by American Family Insurance","De Pere, WI",1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
296,Servicing Analyst,$23 - $26 Per Hour(Employer est.),3.7,Covius,Remote,1001 to 5000 Employees,Company - Public,Health Care,Health Care,-1,Health Care Services & Hospitals
